0.057
0.289
0.364
0.612
0.690
0.920
0.998
1.244
1.324
1.550
1.631
1.875
1.957
2.181
2.264
2.506
2.591
2.812
2.898
3.138
3.224
3.442
3.531
3.769
3.858
4.073
4.164
4.400
4.492
4.703
4.797
5.031
5.126
5.333
5.431
5.662
5.760
5.964
6.064
6.292
6.395
6.594
6.698
6.923
7.029
7.224
7.331
7.554
7.664
7.854
7.965
8.185
8.299
8.484
8.599
8.816
8.934
9.115
9.234
9.446
9.569
9.745
9.869
10.078
10.205
10.375
10.504
10.709
10.842
11.005
11.140
11.340
11.479
11.634
11.775
11.971
12.116
12.263
12.411
12.602
12.754
12.891
13.047
13.233
13.392
13.519
13.682
13.863
14.031
14.145
14.318
14.492
14.671
14.771
14.813
14.954
15.121
15.313
15.394
15.590
15.750
15.957
16.014
16.226
16.378
16.420
16.863
17.005
17.500
17.632
18.137
18.257
18.776
18.881
19.416
19.504
20.060
20.123
